originals	tokenized	transliterated
doucheputje	doucheputje	dɑuxepycə
douches	douches	dɑuxɛs
Doug	Doug	dɑuɣ
Douglas	Douglas	dɑuɣlɑs
Doun	Doun	dɑun
Douwe	Douwe	dɑuʋə
Douwes	Douwes	dɑuʋɛs
doven	doven	dovən
Dow	Dow	doʋ
Dow-Jonesindex	Dow-Jonesindex	doʋjonesɪndɛks
down	down	dɑun
Down	Down	doʋn
download	download	dɑunloɑt
Download	Download	doʋnloɑt
downloaden	downloaden	dɑunloadən
Downloaden	Downloaden	doʋnloadən
Downloadlocaties	Downloadlocaties	doʋnloɑtlokatsis
doxycycline	doxycycline	dɔksisiklinə
dr	dr	dr
Dr	Dr	dr
draad	draad	drat
draadloosinternet	draadloosinternet	dratlosɪntɛrnɛt
draadloze	draadloze	dratlozə
Draafsingel	Draafsingel	drafsɪŋəl
Draag	Draag	draɣ
draagbare	draagbare	draɣbarə
draagcomfort	draagcomfort	draɣkɔmfɔrt
draagkracht	draagkracht	draɣkrɑxt
draagriem	draagriem	draɣrim
draagt	draagt	draɣt
draagtas	draagtas	draɣtɑs
draagvlak	draagvlak	draɣvlɑk
draai	draai	draɪ
draaien	draaien	draɪən
Draaien	Draaien	draɪən
draaiend	draaiend	draɪɛnt
Draaier	Draaier	draɪər
draaimachines	draaimachines	draɪmɑxinɛs
draait	draait	draɪt
Draait	Draait	draɪt
draaitrap	draaitrap	draɪtrɑp
draaiuren	draaiuren	draɪyrən
draak	draak	drak
Draak	Draak	drak
Drachten	Drachten	drɑxtən
drachtige	drachtige	drɑxtəɣə
draden	draden	dradən
dragen	dragen	draɣən
draken	draken	drakən
drama	drama	drama
Drama	Drama	drama
drammen	drammen	drɑmən
drammers	drammers	drɑmɛrs
drang	drang	drɑŋ
drank	drank	drɑŋk
Drank	Drank	drɑŋk
drankje	drankje	drɑŋkjə
drankjes	drankjes	drɑŋkjɛs
drankzaken	drankzaken	drɑŋkzakən
drastisch	drastisch	drɑstis
drastische	drastische	drɑstisə
Dreamwaever	Dreamwaever	dreamʋaevər
Drechtstreek	Drechtstreek	drɛxtstrek
dreech	dreech	drex
dreef	dreef	dref
dreigde	dreigde	drɛɪɣdə
dreigen	dreigen	drɛɪɣən
dreigende	dreigende	drɛɪɣəndə
dreiging	dreiging	drɛɪɣɪŋ
dreigt	dreigt	drɛɪɣt
drempel	drempel	drɛmpəl
drenthe	drenthe	drɛnthə
Drenthe	Drenthe	drɛnthə
Drentse	Drentse	drɛntsə
Dresden	Dresden	drɛsdən
dressing	dressing	drɛsɪŋ
dressuur	dressuur	drɛsyr
dressuurliefhebbers	dressuurliefhebbers	drɛsyrlifhɛbərs
dressuurwedstrijd	dressuurwedstrijd	drɛsyrʋɛtstrɛɪt
drie	drie	dri
Drie	Drie	dri
Driebergen	Driebergen	dribərɣən
driedelige	driedelige	drideləɣə
drieëntwintig	drieëntwintig	driɛntʋɪntəɣ
driehoekige	driehoekige	drihukəɣə
driehonderd	driehonderd	drihɔndɛrt
driekamer	driekamer	drikamər
driekleurige	driekleurige	driklørəɣə
Driel	Driel	dril
drieledig	drieledig	driledəɣ
driemaal	driemaal	drimal
driemaanden	driemaanden	drimandən
Driessen	Driessen	drisən
Driestar	Driestar	dristɑr
driesterrenrestaurant	driesterrenrestaurant	dristɛrɛnrɛstɑurɑnt
drietal	drietal	dritɑl
drievoudige	drievoudige	drivɑudəɣə
drift	drift	drɪft
drijfplant	drijfplant	drɛɪfplɑnt
drijft	drijft	drɛɪft
drijfzand	drijfzand	drɛɪfzɑnt
drijven	drijven	drɛɪvən
drijvende	drijvende	drɛɪvɛndə
dringen	dringen	drɪŋən
dringend	dringend	drɪŋənt
dringt	dringt	drɪŋt
drinken	drinken	drɪŋkən
drinkende	drinkende	drɪŋkɛndə
drinkgelagen	drinkgelagen	drɪŋkɣəlaɣən
drinkmomenten	drinkmomenten	drɪŋkmomɛntən
drinkpatroon	drinkpatroon	drɪŋkpɑtron
drinkt	drinkt	drɪŋkt
drive	drive	drivə
Drivers	Drivers	drivɛrs
droeg	droeg	druɣ
droegen	droegen	druɣən
droevige	droevige	druvəɣə
droge	droge	droɣə
drogen	drogen	droɣən
Drogen	Drogen	droɣən
drogisterij	drogisterij	droɣɪsterɛɪ
dromen	dromen	dromən
Dromerig	Dromerig	dromerəɣ
dronken	dronken	drɔŋkən
dronkenlap	dronkenlap	drɔŋkɛnlɑp
droog	droog	droɣ
droogmaken	droogmaken	droɣmakən
droogmakerijen	droogmakerijen	droɣmakerɛɪən
Droogte	Droogte	droɣtə
droogtes	droogtes	droɣtɛs
droogtraining	droogtraining	droɣtrɑɪnɪŋ
droom	droom	drom
droomt	droomt	dromt
droomwerk	droomwerk	dromʋɛrk
Dropkick	Dropkick	drɔpkɪk
Drossaers	Drossaers	drɔsaɛrs
drs	drs	drs
drugs	drugs	drœɣs
drugsafdeling	drugsafdeling	drœɣsɑfdelɪŋ
drugshandel	drugshandel	drœɣshɑndəl
drugsmisbruik	drugsmisbruik	drœɣsmɪsbrœyk
drugsverbod	drugsverbod	drœɣsvɛrbɔt
druipen	druipen	drœypən
druipt	druipt	drœypt
druiven	druiven	drœyvən
druk	druk	drœk
drukbereiken	drukbereiken	drœkbərɛɪkən
drukbezochte	drukbezochte	drœkbəzɔxtə
drukdrukdruk	drukdrukdruk	drœkdrœkdrœk
drukinkt	drukinkt	drykɪŋkt
drukke	drukke	drœkə
drukken	drukken	drœkən
drukker	drukker	drœkər
drukkerij	drukkerij	drœkerɛɪ
drukpersen	drukpersen	drœkpɛrsən
drukpunt	drukpunt	drœkpœnt
drukste	drukste	drœkstə
drukt	drukt	drœkt
drukte	drukte	drœktə
drukwerk	drukwerk	drykʋɛrk
drum	drum	drœm
Drumlin	Drumlin	drœmlɪn
drummer	drummer	drœmər
druppel	druppel	drœpəl
druppels	druppels	drœpɛls
ds	ds	ts
Dsseldorf	Dsseldorf	dsɛldɔrf
du	du	dy
Dua	Dua	dya
dual	dual	dyɑl
duale	duale	dyalə
Duane	Duane	dyanə
Dubai	Dubai	dybɑɪ
dubbel	dubbel	dœbəl
dubbelde	dubbelde	dœbəldə
dubbele	dubbele	dœbələ
Dubbelman	Dubbelman	dœbəlmɑn
dubbeltje	dubbeltje	dœbəlcə
dubbeltriest	dubbeltriest	dœbəltrist
dubbelzinnigheden	dubbelzinnigheden	dœbəlzɪnigedən
Dubrovnik	Dubrovnik	dœbrɔvnɪk
Dudi	Dudi	dydi
duel	duel	dyəl
duels	duels	dyɛls
duet	duet	dyɛt
duid	duid	dœyt
duidelijk	duidelijk	dœydelək
Duidelijk	Duidelijk	dœydelək
duidelijke	duidelijke	dœydeləkə
duidelijker	duidelijker	dœydeləkər
duidelijkheid	duidelijkheid	dœydeləkhɛɪt
duiden	duiden	dœydən
duidt	duidt	dœyt
duikbad	duikbad	dœykbɑt
duiken	duiken	dœykən
duiker	duiker	dœykər
duikt	duikt	dœykt
duikvergunning	duikvergunning	dœykvɛrɣœnɪŋ
duim	duim	dœym
Duin	Duin	dœyn
duinhellingen	duinhellingen	dœynhɛlɪŋən
Duinkerke	Duinkerke	dœyŋkɛrkə
duister	duister	dœystər
duistere	duistere	dœysterə
Duits	Duits	dœyts
duitse	duitse	dœytsə
Duitse	Duitse	dœytsə
duitseherder	duitseherder	dœytsehɛrdər
Duitser	Duitser	dœytsər
duitsers	duitsers	dœytsɛrs
Duitsers	Duitsers	dœytsɛrs
duitsland	duitsland	dœytslɑnt
Duitsland	Duitsland	dœytslɑnt
duivel	duivel	dœyvəl
Duivelsduister	Duivelsduister	dœyvɛlsdœystər
duivelse	duivelse	dœyvɛlsə
duivelsrooster	duivelsrooster	dœyvɛlsrostər
duiven	duiven	dœyvən
duivenpost	duivenpost	dœyvɛnpɔst
duizeligheid	duizeligheid	dœyzeligɛɪt
duizend	duizend	dœyzɛnt
duizenden	duizenden	dœyzɛndən
dulden	dulden	dœldən
dumpen	dumpen	dœmpən
dun	dun	dœn
Dunalistair	Dunalistair	dynalɪstɑɪr
dunbehaarde	dunbehaarde	dœnbəhardə
Dúnedain	Dúnedain	dynedɑɪn
Dunhill-roker	Dunhill-roker	dynhɪlrokər
dunkt	dunkt	dœŋkt
dunne	dunne	dœnə
Dunnen	Dunnen	dœnən
dunner	dunner	dœnər
duo	duo	dyo
Duo	Duo	dyo
duoklas	duoklas	dyɔklɑs
dupe	dupe	dypə
dupliek	dupliek	dœplik
Durant	Durant	dyrɑnt
dure	dure	dyrə
duren	duren	dyrən
durende	durende	dyrɛndə
durf	durf	dœrf
durfde	durfde	dœrfdə
durft	durft	dœrft
durven	durven	dœrvən
dúrven	dúrven	dœrvən
dus	dus	dœs
Dus	Dus	dœs
dusdanig	dusdanig	dœsdanəɣ
dusdanige	dusdanige	dœsdanəɣə
Dust	Dust	dœst
Dustin	Dustin	dœstɪn
dusver	dusver	dœsvər
Dutchtone	Dutchtone	dœtʃtonə
duude	duude	dydə
duur	duur	dyr
duurde	duurde	dyrdə
duurden	duurden	dyrdən
duurder	duurder	dyrdər
duurdere	duurdere	dyrderə
duursporten	duursporten	dyrspɔrtən
Duurstede	Duurstede	dyrstedə
duurt	duurt	dyrt
duurzaam	duurzaam	dyrzam
duurzaamheid	duurzaamheid	dyrzamhɛɪt
duurzame	duurzame	dyrzamə
Duurzame	Duurzame	dyrzamə
duurzamer	duurzamer	dyrzamər
Duut	Duut	dyt
duwde	duwde	dyʋdə
duwen	duwen	dyʋən
dwaallicht	dwaallicht	dʋalɪxt
dwalen	dwalen	dʋalən
dwaling	dwaling	dʋalɪŋ
dwalingen	dwalingen	dʋalɪŋən
dwang	dwang	dʋɑŋ
dwars	dwars	dʋɑrs
dwarsarmen	dwarsarmen	dʋɑrsɑrmən
dwarsliggers	dwarsliggers	dʋɑrslɪɣərs
dwarsverbanden	dwarsverbanden	dʋɑrsvɛrbɑndən
Dwarsweg	Dwarsweg	dʋɑrsʋɛɣ
dwarszit	dwarszit	dʋɑrszɪt
dweilorkest	dweilorkest	dʋɛɪlɔrkɛst
dwerg	dwerg	dʋɛrɣ
dwergen	dwergen	dʋɛrɣən
Dwergschnauzers	Dwergschnauzers	dʋɛrɣsxnɑuzɛrs
Dwingeloo	Dwingeloo	dʋɪŋəlo
dwingt	dwingt	dʋɪŋt
dwong	dwong	dʋɔŋ
dwongen	dwongen	dʋɔŋən
Dye	Dye	diə
Dynamic	Dynamic	dinamɪk
dynamica	dynamica	dinamika
dynamisch	dynamisch	dinamis
dynamische	dynamische	dinamisə
Dynamo	Dynamo	dinamo
dynastieën	dynastieën	dinɑstsiən
dyslectische	dyslectische	dislɛktisə
dyslexie	dyslexie	dislɛksi
dystonia	dystonia	distonia
Dytiscidae	Dytiscidae	ditɪsidaə
e	e	ə
é	é	e
E-brief	E-brief	ebrif
e-learning	e-learning	eleɑrnɪŋ
E-learning	E-learning	eleɑrnɪŋ
e-mail	e-mail	emel
E-mail-actie	E-mail-actie	emelɑksi
e-mailaanvraag	e-mailaanvraag	emelanvraɣ
e-mailen	e-mailen	emelən
e-mails	e-mails	emels
E-mailtje	E-mailtje	emelcə
e-sporters	e-sporters	espɔrtɛrs
Eagles	Eagles	eɑɣlɛs
earste	earste	eɑrstə
Earth	Earth	eɑrt
earthly	earthly	eɑrthli
Easter	Easter	eɑstər
Easton	Easton	eɑstɔn
Easy	Easy	easi
Eberhard	Eberhard	ebərhɑrt
ebitda	ebitda	ebɪtda
Ebola-virus	Ebola-virus	ebolavirœs
Ecfrid	Ecfrid	ɛkfrɪt
Echelon	Echelon	ɛxelɔn
echo	echo	ɛxo
echt	echt	ɛxt
Echt	Echt	ɛxt
écht	écht	ext
echte	echte	ɛxtə
echter	echter	ɛxtər
Echter	Echter	ɛxtər
echtgenoot	echtgenoot	ɛxtɣənot
echtgenote	echtgenote	ɛxtɣənotə
echtgenotes	echtgenotes	ɛxtɣənotɛs
echtheidskenmerken	echtheidskenmerken	ɛxthɛɪtskɛnmɛrkən
echtpaar	echtpaar	ɛxtpar
echtscheiding	echtscheiding	ɛxtsxɛɪdɪŋ
eclipschaser	eclipschaser	ɛklɪpsxasər
eco	eco	eko
eco-milieukeur	eco-milieukeur	ekomiljøkør
ecologie	ecologie	ekoloɣi
Ecologisch	Ecologisch	ekoloɣis
ecologische	ecologische	ekoloɣisə
Ecologische	Ecologische	ekoloɣisə
economic	economic	ekonomɪk
Economical	Economical	ekonomikɑl
economie	economie	ekonomi
Economie	Economie	ekonomi
economisch	economisch	ekonomis
economisch-administratief	economisch-administratief	ekonomisxɑtminɪstratif
economische	economische	ekonomisə
Economische	Economische	ekonomisə
Ecosystem	Ecosystem	ekosistɛm
Ecuador	Ecuador	ekyadɔr
ed	ed	ɛt
Ed	Ed	ɛt
Edah	Edah	eda
Edam	Edam	edɑm
ede	ede	edə
Ede	Ede	edə
Edelweisshaus	Edelweisshaus	edelʋɛɪshɑus
Edith	Edith	edit
editie	editie	editsi
edities	edities	editsis
edition	edition	ediʃɔn
editor	editor	editɔr
Edmund	Edmund	ɛtmœnt
Edoardo	Edoardo	edoɑrdo
educatie	educatie	edykatsi
Educatie	Educatie	edykatsi
educatief	educatief	edykatif
Educatief	Educatief	edykatif
educatieinstellingen	educatieinstellingen	edykatsiɪnstɛlɪŋən
educatieve	educatieve	edykatsivə
Education	Education	edykaʃɔn
Edward	Edward	edʋɑrt
Edwin	Edwin	edʋɪn
Eeka	Eeka	eka
eekhoorn	eekhoorn	ekhorn
Eektestraat	Eektestraat	ektɛstrat
Eelco	Eelco	elko
Eelde	Eelde	eldə
eeltplekken	eeltplekken	eltplɛkən
Eem	Eem	em
Eemshaven	Eemshaven	emshavən
Eemskanaal	Eemskanaal	emskanal
een	een	ən
Een	Een	en
Eén	Eén	en
één	één	en
één-op-één-communicatie	één-op-één-communicatie	enopenkɔmynikatsi
een-twee	een-twee	entʋe
ééncomponent	ééncomponent	eŋkɔmponɛnt
eend	eend	ent
eenden	eenden	endən
eenderde	eenderde	endɛrdə
Eendracht	Eendracht	endrɑxt
eenduidige	eenduidige	endœydəɣə
eenhandige	eenhandige	enhɑndəɣə
eenheden	eenheden	enhedən
eenheid	eenheid	enhɛɪt
eenhonderdste	eenhonderdste	enhɔndɛrtstə
eenhoorns	eenhoorns	enhorns
eenmaal	eenmaal	enmal
Eenmaal	Eenmaal	enmal
éénmaal	éénmaal	enmal
eenmalig	eenmalig	enmaləɣ
eenmalige	eenmalige	enmaləɣə
éénmalige	éénmalige	enmaləɣə
éénmansbedrijf	éénmansbedrijf	enmɑnsbədrɛɪf
eenmayiyiyial	eenmayiyiyial	enmaiiiiiiɑl
Eenpartijstaat	Eenpartijstaat	enpɑrtɛɪstat
éénpartijstaat	éénpartijstaat	enpɑrtɛɪstat
éénpersoons	éénpersoons	enpɛrsons
eenpersoonskamer	eenpersoonskamer	enpɛrsonskamər
eenrichtingsverkeer	eenrichtingsverkeer	enrɪxtɪŋsvɛrker
eens	eens	ens
Eens	Eens	ens
eentje	eentje	encə
Eentje	Eentje	encə
eenvoud	eenvoud	envɑut
eenvoudig	eenvoudig	envɑudəɣ
eenvoudige	eenvoudige	envɑudəɣə
eenvoudiger	eenvoudiger	envɑudəɣər
eenvoudigst	eenvoudigst	envɑudɪɣst
eenzaam	eenzaam	enzam
Eenzame	Eenzame	enzamə
eenzelfde	eenzelfde	enzɛlfdə
Eenzelfde	Eenzelfde	enzɛlfdə
eenzijdig	eenzijdig	enzɛɪdəɣ
eenzijdige	eenzijdige	enzɛɪdəɣə
éénzijdige	éénzijdige	enzɛɪdəɣə
eer	eer	er
Eerbeek	Eerbeek	erbek
eerder	eerder	erdər
Eerder	Eerder	erdər
eerdere	eerdere	erderə
Eerebegraafplaats	Eerebegraafplaats	erebəɣrafplats
eerlijk	eerlijk	erlək
Eerlijk	Eerlijk	erlək
eerlijke	eerlijke	erləkə
Eerlijke	Eerlijke	erləkə
eerst	eerst	erst
Eerst	Eerst	erst
eerste	eerste	erstə
Eerste	Eerste	erstə
eerstejaars	eerstejaars	erstejars
eerstejaarsstudenten	eerstejaarsstudenten	erstejarstydɛntən
eersten	eersten	erstən
eervolle	eervolle	ervɔlə
Eerwaarde	Eerwaarde	erʋardə
eet	eet	et
eethuis	eethuis	ethœys
eetkamer	eetkamer	etkamər
Eetkamer	Eetkamer	etkamər
eetkeuken	eetkeuken	etkøkən
eetpatroon	eetpatroon	etpɑtron
eettentje	eettentje	etɛncə
eeuw	eeuw	euʋ
Eeuw	Eeuw	euʋ
eeuwen	eeuwen	euʋən
eeuwig	eeuwig	euʋəɣ
Eeuwig	Eeuwig	euʋəɣ
eeuwigdurend	eeuwigdurend	euʋɪɣdyrɛnt
eeuwige	eeuwige	euʋəɣə
eeuwse	eeuwse	euʋsə
Efdé	Efdé	ɛfde
Eferding	Eferding	efɛrdɪŋ
effect	effect	ɛfɛkt
effecten	effecten	ɛfɛktən
effectenbeurs	effectenbeurs	ɛfɛktɛnbørs
effectief	effectief	ɛfɛktif
effectieve	effectieve	ɛfɛktsivə
effectiever	effectiever	ɛfɛktsivər
effectiviteit	effectiviteit	ɛfɛktivitɛɪt
effen	effen	ɛfən
efficiency	efficiency	ɛfiʃɛnsi
efficiënt	efficiënt	ɛfisiɛnt
efficiente	efficiente	ɛfiʃɛntə
efficiënter	efficiënter	ɛfisiɛntər
Efraïmsdochter	Efraïmsdochter	ɛfraɪmsdɔxtər
Efteling	Efteling	ɛftelɪŋ
egaal	egaal	eɣal
Egbert	Egbert	ɛɣbərt
ego	ego	eɣo
egoïsme	egoïsme	eɣoɪsmə
egoïstische	egoïstische	eɣoɪstisə
Egon	Egon	eɣɔn
Egypte	Egypte	eɣiptə
Egyptische	Egyptische	eɣiptisə
eh	eh	ɛ
ei	ei	ɛɪ
Eibergen	Eibergen	ɛɪbərɣən
eierdooiers	eierdooiers	ɛɪɛrdoiɛrs
eieren	eieren	ɛɪerən
eigen	eigen	ɛɪɣən
Eigen	Eigen	ɛɪɣən
éígen	éígen	ɛɪɣən
eigenaar	eigenaar	ɛɪɣənar
eigenaars	eigenaars	ɛɪɣənars
eigenaren	eigenaren	ɛɪɣənarən
Eigenbijdrage	Eigenbijdrage	ɛɪɣənbɛɪdraɣə
Eigenbilzen	Eigenbilzen	ɛɪɣənbɪlzən
eigendom	eigendom	ɛɪɣəndɔm
eigendomsstructuur	eigendomsstructuur	ɛɪɣəndɔmstrœktyr
eigenlijk	eigenlijk	ɛɪɣənlək
Eigenlijk	Eigenlijk	ɛɪɣənlək
eigenlijke	eigenlijke	ɛɪɣənləkə
eigenschap	eigenschap	ɛɪɣənsxɑp
eigenschappen	eigenschappen	ɛɪɣənsxɑpən
eigentijds	eigentijds	ɛɪɣəntɛɪts
eigentijdse	eigentijdse	ɛɪɣəntɛɪtsə
eigenwijze	eigenwijze	ɛɪɣənʋɛɪzə
eik	eik	ɛɪk
eikel	eikel	ɛɪkəl
eiken	eiken	ɛɪkən
eiken-wagenschot	eiken-wagenschot	ɛɪkenʋaɣənsxɔt
Eikenburg	Eikenburg	ɛɪkɛnbœrɣ
eikenhout	eikenhout	ɛɪkenhɑut
eikenhouten	eikenhouten	ɛɪkenhɑutən
eiland	eiland	ɛɪlɑnt
eilanden	eilanden	ɛɪlɑndən
Eilanden	Eilanden	ɛɪlɑndən
eilandjes	eilandjes	ɛɪlɑndjɛs
eileider	eileider	ɛɪlɛɪdər
eimengsel	eimengsel	ɛɪmɛŋsəl
eind	eind	ɛɪnt
Eind	Eind	ɛɪnt
Eindaanslag	Eindaanslag	ɛɪndanslɑɣ
einde	einde	ɛɪndə
Einde	Einde	ɛɪndə
eindelijk	eindelijk	ɛɪndelək
eindeloos	eindeloos	ɛɪndelos
eindeloze	eindeloze	ɛɪndelozə
einden	einden	ɛɪndən
eindgebruiker	eindgebruiker	ɛɪntɣəbrœykər
eindhalte	eindhalte	ɛɪndhɑltə
Eindhoven	Eindhoven	ɛɪndhovən
Eindhovense	Eindhovense	ɛɪndhovɛnsə
eindigde	eindigde	ɛɪndɪɣdə
eindigden	eindigden	ɛɪndɪɣdən
eindigen	eindigen	ɛɪndəɣən
eindigt	eindigt	ɛɪndɪɣt
eindrapport	eindrapport	ɛɪndrɑpɔrt
Eindredacteur	Eindredacteur	ɛɪndredɑktør
eindresultaat	eindresultaat	ɛɪndresœltat
eindronde	eindronde	ɛɪndrɔndə
eindrondes	eindrondes	ɛɪndrɔndɛs
eindsituatie	eindsituatie	ɛɪntsityatsi
eindtermen	eindtermen	ɛɪnttɛrmən
eis	eis	ɛɪs
eisen	eisen	ɛɪsən
Eisenbahn	Eisenbahn	ɛɪsɛnban
eist	eist	ɛɪst
eiste	eiste	ɛɪstə
eisten	eisten	ɛɪstən
eiwit	eiwit	ɛɪʋɪt
Ejup	Ejup	ejœp
Ek	Ek	ɛk
ekster	ekster	ɛkstər
eksters	eksters	ɛkstɛrs
el	el	əl
El	El	ɛl
elastan	elastan	elɑstɑn
elastiek	elastiek	elɑstik
elastieken	elastieken	elɑstikən
elastische	elastische	elɑstisə
elastischer	elastischer	elɑstisxər
Elbe	Elbe	ɛlbə
Elbow	Elbow	ɛlboʋ
Elde	Elde	ɛldə
Elden	Elden	ɛldən
elders	elders	ɛldɛrs
Elders	Elders	ɛldɛrs
Eldonk	Eldonk	ɛldɔŋk
Eldridge	Eldridge	ɛldrɪtɣə
electra	electra	elɛktra
electret	electret	elɛktrɛt
Electriciteitsbedrijf	Electriciteitsbedrijf	elɛktrisitɛɪtsbədrɛɪf
electrisch	electrisch	elɛktris
electroden	electroden	elɛktrodən
electrofestival	electrofestival	elɛktrofɛstivɑl
Electrolux	Electrolux	elɛktrolœks
electronica	electronica	elɛktronika
Electronica	Electronica	elɛktronika
electronisch	electronisch	elɛktronis
electroshocktoestel	electroshocktoestel	elɛktroshɔktustəl
elegante	elegante	eleɣɑntə
Elegante	Elegante	eleɣɑntə
elegantie	elegantie	eleɣɑntsi
elektriciteit	elektriciteit	elɛktrisitɛɪt
elektriciteitsnet	elektriciteitsnet	elɛktrisitɛɪtsnɛt
Elektriciteitsnet	Elektriciteitsnet	elɛktrisitɛɪtsnɛt
elektriciteitsnetwerk	elektriciteitsnetwerk	elɛktrisitɛɪtsnetʋɛrk
elektriciteitssnoer	elektriciteitssnoer	elɛktrisitɛɪtsnur
elektrisch	elektrisch	elɛktris
elektrische	elektrische	elɛktrisə
elektrodynamische	elektrodynamische	elɛktrodinamisə
elektromagnetisch	elektromagnetisch	elɛktromɑɣnetis
elektron-energie	elektron-energie	elɛktronenɛrɣi
elektronica	elektronica	elɛktronika
elektronisch	elektronisch	elɛktronis
elektronische	elektronische	elɛktronisə
Elektronische	Elektronische	elɛktronisə
elektronverdeling	elektronverdeling	elɛktrɔnvɛrdelɪŋ
elektrozaak	elektrozaak	elɛktrozak
element	element	elemɛnt
Elementaal	Elementaal	elemɛntal
elementair	elementair	elemɛntɑɪr
elementaire	elementaire	elemɛntɑɪrə
elementen	elementen	elemɛntən
Elementen	Elementen	elemɛntən
eletriciteit	eletriciteit	elɛtrisitɛɪt
Eleusinische	Eleusinische	eløsinisə
elf	elf	ɛlf
Elf	Elf	ɛlf
elfde	elfde	ɛlfdə
Elfstedentocht	Elfstedentocht	ɛlfstedɛntɔxt
elftal	elftal	ɛlftɑl
Elhorst	Elhorst	elhɔrst
Elia	Elia	elia
Eliane	Eliane	elianə
Elias	Elias	eliɑs
Elim	Elim	elɪm
eliminatie	eliminatie	eliminatsi
elimineren	elimineren	eliminerən
Eline	Eline	elinə
Elisabeth	Elisabeth	elisabət
Elise	Elise	elisə
Eliseraël	Eliseraël	eliseraəl
elite	elite	elitə
eliteratuur	eliteratuur	eliteratyr
eliterenners	eliterenners	eliterɛnɛrs
Eliza	Eliza	eliza
Eljero	Eljero	eljero
elk	elk	ɛlk
Elk	Elk	ɛlk
elkaar	elkaar	ɛlkar
Elkaar	Elkaar	ɛlkar
elke	elke	ɛlkə
Elke	Elke	ɛlkə
Ella	Ella	ɛla
ellebogen	ellebogen	ɛleboɣən
Elleboog	Elleboog	ɛleboɣ
Ellen	Ellen	ɛlən
ellende	ellende	ɛlɛndə
ellenlange	ellenlange	ɛlɛnlɑŋə
Ellens	Ellens	ɛlɛns
Ellie	Ellie	ɛli
ellips	ellips	ɛlɪps
Elliptisch	Elliptisch	ɛlɪptis
Ellis	Ellis	ɛlɪs
Elly	Elly	ɛli
Elouges	Elouges	elɑuɣəs
els	els	ɛls
Els	Els	ɛls
Elsa	Elsa	ɛlsa
Elsemieke	Elsemieke	ɛlsemikə
Elsevier	Elsevier	ɛlsevir
Elsloo	Elsloo	ɛlslo
Elzas	Elzas	ɛlzɑs
Elzia	Elzia	ɛlzia
Elzinga-bijeenkomst	Elzinga-bijeenkomst	ɛlzɪŋabɛɪeŋkɔmst
email	email	emel
Email	Email	emel
emailadres	emailadres	emelɑdrɛs
emailen	emailen	emelən
Emaillerie	Emaillerie	emejeri
emailles	emailles	emejɛs
emailtje	emailtje	emelcə
embryo	embryo	ɛmbrio
Emerald	Emerald	emerɑlt
Emiel	Emiel	emil
emigrant	emigrant	emɪɣrɑnt
emigranten	emigranten	emɪɣrɑntən
emigratie	emigratie	emɪɣratsi
Emile	Emile	emilə
Emmalaan	Emmalaan	ɛmalan
Emmanuel	Emmanuel	ɛmanyəl
Emmaüsgangers	Emmaüsgangers	ɛmaysɣɑŋərs
Emmeloord	Emmeloord	ɛmelort
Emmen	Emmen	ɛmən
emmer	emmer	ɛmər
Emmer	Emmer	ɛmər
emmers	emmers	ɛmɛrs
emmertjes	emmertjes	ɛmɛrcɛs
Emmy	Emmy	ɛmi
emotie	emotie	emotsi
emoties	emoties	emotsis
emotionaliteit	emotionaliteit	emoʃonalitɛɪt
emotioneel	emotioneel	emoʃonel
emotionele	emotionele	emoʃonelə
Empire	Empire	ɛmpirə
Empirestijl	Empirestijl	ɛmpirɛstɛɪl
empirisch	empirisch	ɛmpiris
employee	employee	ɛmploie
empowerment	empowerment	ɛmpoʋɛrmɛnt
emulsie	emulsie	emœlsi
en	en	ən
En	En	ɛn
én	én	en
èn	èn	ɛ:n
Enbilulu	Enbilulu	ɛnbilyly
enceneren	enceneren	ɛnsenerən
enclaves	enclaves	ɛnklavɛs
Encyclopedie	Encyclopedie	ɛnsiklopedi
Ende	Ende	ɛndə
Endstra	Endstra	ɛntstra
ene	ene	enə
energie	energie	enɛrɣi
Energie	Energie	enɛrɣi
energie-drager	energie-drager	enɛrɣidraɣər
energie-instellingen	energie-instellingen	enɛrɣiɪnstɛlɪŋən
energiebanen	energiebanen	enɛrɣibanən
energiebedrijven	energiebedrijven	enɛrɣibədrɛɪvən
energiebesparende	energiebesparende	enɛrɣibəsparɛndə
energiebronnen	energiebronnen	enɛrɣibrɔnən
energiecentrale	energiecentrale	enɛrɣisɛntralə
energieën	energieën	enɛrɣiən
energiefactuur	energiefactuur	enɛrɣifɑktyr
energiegebruik	energiegebruik	enɛrɣiɣəbrœyk
energieleverancier	energieleverancier	enɛrɣileverɑnsir
energielichaam	energielichaam	enɛrɣilɪxam
energielijnen	energielijnen	enɛrɣilɛɪnən
energiemarkt	energiemarkt	enɛrɣimɑrkt
energieminimum	energieminimum	enɛrɣiminimœm
energiepolitiek	energiepolitiek	enɛrɣipolitik
energieprestatiecertificaat	energieprestatiecertificaat	enɛrɣiprɛstatsisɛrtifikat
energieproducent	energieproducent	enɛrɣiprodysɛnt
energiesysteem	energiesysteem	enɛrɣisistem
energieverbruik	energieverbruik	enɛrɣivɛrbrœyk
energieverbruikers	energieverbruikers	enɛrɣivɛrbrœykɛrs
energievoorziening	energievoorziening	enɛrɣivorzinɪŋ
energiewaarde	energiewaarde	enɛrɣiʋardə
